movie_name,target,movie_description,id
The Witcher: Nightmare of the Wolf,0,"The world of The Witcher expands in this anime origin story: Before Geralt, there was his mentor Vesemir -- a swashbuckling young witcher who escaped a life of poverty to slay monsters for coin. But when a strange new monster begins terrorizing a politically-fraught kingdom, Vesemir finds himself on a frightening adventure that forces him to confront the demons of his past.",133535143491906988886000279740981804390
Darkman,0,"When thugs employed by a crime boss lead a vicious assault on Dr. Peyton Wilder (Liam Neeson), leaving him literally and psychologically scarred, an emergency procedure allows him to survive. Upon his recovery, Wilder can find solace only by returning to his scientific work developing synthetic skin, and seeking revenge against the crime boss. He assumes a phantom avenger persona called Darkman, who, with malleable facial qualities, is able to infiltrate and sow terror in the criminal community.",133535155376131366025650918772574354790
Here Comes the Boom,0,"Once a collegiate wrestler, Scott Voss (Kevin James) is now a 42-year-old, apathetic biology teacher in a failing high school. When cutbacks threaten the school's music program and its teacher (Henry Winkler), Scott springs into action. He dusts off his long-unused wrestling skills and earns money for the program by moonlighting as a mixed martial arts fighter. Though the school nurse (Salma Hayek) thinks he's crazy, Scott gains something he never expected, and the school rallies behind him.",133535161714384367166797926256090381670
Patriot Games,0,"When former CIA agent Jack Ryan (Harrison Ford) hampers an IRA terrorist attack in London, he kills one of the terrorists. The dead man's brother, another member of the group named Sean Miller (Sean Bean), is arrested but quickly escapes. Vowing revenge against Ryan, Miller travels to the United States, where he forces Ryan's wife (Anne Archer) and daughter (Thora Birch) into a car accident that badly injures them. This convinces Ryan to rejoin the CIA in order to track down Miller.",133535167260355743165301557804166905190
Prey,0,"Roman, his brother Albert and their friends go on a hiking trip into the wild. The group soon find themselves in a desperate bid for survival when they realize that they have fallen prey to a mysterious shooter.",133535172806327119163805189352243428710
The Three Musketeers,0,"D'Artagnan (Logan Lerman) leaves his home in rural France to fulfill his ambition of becoming one of the king's elite guardsmen, the Musketeers. In Paris he meets Athos (Matthew MacFadyen), Porthos (Ray Stevenson) and Aramis (Luke Evans) -- three of the king's finest swordsmen, who have been laid low by Milady De Winter's (Milla Jovovich) betrayal. D'Artagnan rallies his new friends to foil Cardinal Richelieu's (Christoph Waltz) plot to overthrow the monarchy and crown himself king of France.",133535179144580120304952196835759455590
Descendants,0,"Ben, the teenaged son of King Beast and Queen Belle, invites the exiled children of defeated villains to attend a prep school with the heroes' children.",133535184690551496303455828383835979110
El Mariachi,0,"El Mariachi (Carlos Gallardo) is a traveling guitar player with the modest desire to play music for a living. Looking for a job, he stops at a bar in a tiny town, where his simple, peaceful lifestyle is interrupted. Local hit men, expecting enemy assassin Azul (Reinol Martinez) to invade their town, believe that the visiting musician is the professional killer they are looking for. Unwittingly embroiled in vicious mob warfare, El Mariachi must shoot his way out of town if he is to survive.",133535190236522872301959459931912502630
Octopussy,0,"James Bond (Roger Moore) may have met his match in Octopussy (Maud Adams), an entrancing beauty involved in a devastating military plot to destroy détente. From the palaces of India to a speeding circus train in Germany and a mid-air battle on the wing of a high-flying jet, only Agent 007 can stop the nightmarish scheme!",133535196574775873443106467415428529510
Smokin' Aces,0,"Sleazy entertainer Buddy ""Aces"" Israel (Jeremy Piven) incurs the wrath of crime boss Primo Sparazza when he agrees to testify against the Las Vegas mob. Two FBI agents (Ray Liotta, Ryan Reynolds) have the difficult task of protecting him from a motley assortment of bounty hunters, hit men and nefarious vixens who are converging on his Lake Tahoe encampment to rub him out and collect a hefty reward.",133535202913028874584253474898944556390
Man of Tai Chi,0,A young martial artist's amazing skills in tai chi grant him entry into an underworld fight club.,133535220343224627722407745478613630310
RoboCop 2,0,"Cyborg Detroit policeman Alex Murphy (Peter Weller) is the sole officer on duty after the police force goes on strike against evil conglomerate Omni Consumer Products and its push to foreclose on the city of Detroit. Aside from dealing with the normal level of crime, Murphy must take on crime boss Cain (Tom Noonan), the spread of a dangerous new drug called ""Nuke"" and the attempt by psychologist Dr. Juliette Faxx (Belinda Bauer) to create another Robocop using a hardened criminal.",133535232227449004862058384510206180710
The System,0,"When a young soldier (Tyrese Gibson), newly returned from war, gets caught up in a drug bust, he is recruited by the authorities to go undercover in a notoriously dangerous prison to investigate what is really going on behind the scenes. When he discovers an underground prisoner fighting ring, the warden forces him to compete. In order to win his freedom, he must fight to stay alive as well as take down the warden's corrupt system.",133535237773420380860562016058282704230
Superman IV: The Quest for Peace,0,"Seeing the United States and the Soviet Union engaged in a nuclear arms race that could lead to Earth's destruction, Superman (Christopher Reeve) decides that he must take action. He collects all the nuclear warheads from the world and throws them into space. Meanwhile, Superman's nemesis, Lex Luthor (Gene Hackman), has broken out of prison with a new scheme. He clones Superman with radioactive material to create Nuclear Man (Mark Pillow), a being just as powerful as the man of steel.",133535255203616133998716286637951778150
The Age of Shadows,0,Korean resistance fighters smuggle explosives to destroy facilities controlled by Japanese forces.,133535261541869135139863294121467805030
Blackthorn,0,"Leaving Bolivia and heading back to the U.S., the outlaw formerly known as Butch Cassidy (Sam Shepard) has a final adventure.",133535267087840511138366925669544328550
The Virtuoso,0,"Danger, deception, and murder descend upon a sleepy country town when a professional assassin (Anson Mount) accepts a new assignment from his enigmatic mentor and boss (Oscar® winner Anthony Hopkins). Given only where and when along with a cryptic clue, the methodical hit man must identify his mysterious mark from among several possible targets, including a local sheriff (David Morse). Meanwhile, a chance encounter with an alluring woman (Abbie Cornish) at the town's rustic diner threatens to derail his mission in this noir-style cloak-and-dagger thriller.",133535284518036264276521196249213402470
Where Eagles Dare,0,"A crack team of Allied soldiers stages a daring rescue during World War II. A U.S. general is being held captive in an imposing castle fort, high in the Bavarian Alps. The audacious plan calls for Lt. Schaffer (Clint Eastwood), Maj. Smith (Richard Burton) and other operatives to parachute down wearing Nazi disguises. They'll penetrate the mountain outpost while undercover operatives assist them from within. But their mission changes when they discover that there's a traitor in their midst.",133535290064007640275024827797289925990
